emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,purpose,interest_payments,interest_rate,grade,dti,installment,region
8,MORTGAGE,Low,62500,15000, 36 months,home_improvement,Low,6.91,A,2.5,462.54,Northern-Irl
6,RENT,Medium,105000,24000, 36 months,credit_card,Low,9.25,B,15.59,765.99,munster
10,MORTGAGE,Low,36000,15800, 36 months,home_improvement,High,13.72,C,15.1,537.87,cannught
0.5,RENT,Low,31200,3100, 36 months,debt_consolidation,High,13.35,C,24.85,104.98,munster
4,RENT,Low,84996,14400, 60 months,other,High,14.83,D,22.07,341.3,Northern-Irl
7,RENT,Low,35000,12000, 60 months,debt_consolidation,Low,9.25,B,3.63,250.56,Northern-Irl
0.5,RENT,Low,14400,2100, 36 months,credit_card,High,14.83,D,18.75,72.63,leinster
10,MORTGAGE,Medium,176600,3500, 36 months,debt_consolidation,Low,12.98,C,10.96,117.9,Northern-Irl
5,RENT,Low,50000,5500, 36 months,credit_card,Low,6.54,A,22.27,168.67,munster
6,RENT,Low,50400,7000, 36 months,credit_card,Low,6.17,A,15.45,213.5,ulster
5,RENT,Low,85000,10000, 36 months,major_purchase,Low,6.17,A,15.39,305,munster
5,RENT,Low,80004,10000, 36 months,other,Low,9.62,B,10.59,320.9,Northern-Irl
3,MORTGAGE,Low,75000,16000, 60 months,other,High,15.95,E,16.4,388.67,ulster
5,RENT,Medium,110000,20000, 36 months,credit_card,Low,6.91,A,12.65,616.72,ulster
4,MORTGAGE,Low,48000,12000, 36 months,credit_card,Low,9.99,B,9.25,387.15,cannught
4,RENT,Low,36000,18200, 36 months,debt_consolidation,Low,8.88,B,22.03,577.74,munster
4,MORTGAGE,Low,61240,7000, 36 months,debt_consolidation,High,14.09,D,13.38,239.55,munster
4,MORTGAGE,Low,50000,7000, 36 months,debt_consolidation,Low,9.25,B,14.76,223.42,leinster
10,MORTGAGE,Low,85000,9000, 60 months,car,Low,10.36,B,20.34,192.83,leinster
2,RENT,Low,45530,1200, 60 months,vacation,Low,12.61,C,4.56,27.07,Northern-Irl
1,RENT,Medium,120000,20000, 36 months,debt_consolidation,Low,6.54,A,15.31,613.35,Northern-Irl
6.05,OWN,Low,27600,8200, 60 months,car,Low,9.25,B,13.17,171.22,leinster
0.5,RENT,Low,65004,10000, 60 months,debt_consolidation,High,16.32,E,11.54,244.89,Northern-Irl
3,OWN,Low,50000,5000, 36 months,debt_consolidation,High,13.35,C,19.08,169.32,Northern-Irl
5,MORTGAGE,Low,43000,15000, 36 months,debt_consolidation,Low,8.88,B,13.59,476.16,leinster
2,RENT,Low,80000,25000, 60 months,debt_consolidation,High,20.77,G,21.7,673.11,ulster
10,RENT,Low,54000,6000, 36 months,major_purchase,Low,12.98,C,11.93,202.11,ulster
10,MORTGAGE,Medium,140000,25000, 60 months,debt_consolidation,High,16.69,E,9.93,617.16,munster
1,RENT,Low,46500,6000, 36 months,debt_consolidation,Low,8.88,B,13.94,190.47,Northern-Irl
0.5,RENT,Low,40000,3600, 36 months,debt_consolidation,Low,12.23,C,7.32,119.97,cannught
4,MORTGAGE,Low,43000,13800, 36 months,debt_consolidation,Low,6.91,A,11.16,425.54,leinster
5,RENT,Low,29496,6000, 36 months,debt_consolidation,Low,5.79,A,21.52,181.97,munster
8,MORTGAGE,Medium,110000,7500, 36 months,debt_consolidation,High,13.72,C,8.39,255.32,ulster
7,RENT,Low,42132,23000, 60 months,debt_consolidation,Low,12.61,C,12.87,518.75,ulster
8,OWN,Low,88000,6000, 36 months,car,High,13.35,C,3.95,203.18,cannught
1,RENT,Low,57000,2500, 36 months,debt_consolidation,Low,12.98,C,3.52,84.22,Northern-Irl
10,MORTGAGE,Low,85000,20000, 60 months,debt_consolidation,Low,10.36,B,3.02,428.5,cannught
10,RENT,Medium,110004,25000, 60 months,debt_consolidation,High,14.46,D,12.45,587.69,munster
2,MORTGAGE,Low,72000,2600, 36 months,debt_consolidation,Low,9.25,B,22.95,82.99,ulster
4,RENT,Low,30132,1500, 36 months,major_purchase,Low,12.98,C,10.04,50.53,ulster
10,RENT,Medium,109000,25000, 60 months,small_business,High,14.83,D,13.9,592.52,ulster
3,MORTGAGE,Low,38000,4500, 36 months,car,Low,9.99,B,14.46,145.19,leinster
10,MORTGAGE,Low,50000,8000, 60 months,debt_consolidation,High,13.72,C,20.28,184.99,leinster
10,MORTGAGE,Medium,140000,10000, 60 months,debt_consolidation,High,14.46,D,23.06,235.08,leinster
6.05,RENT,Low,67000,12000, 36 months,debt_consolidation,Low,5.42,A,14.33,361.92,Northern-Irl
9,MORTGAGE,Low,60000,2000, 36 months,other,Low,12.61,C,19.7,67.02,leinster
10,RENT,Low,51060,21250, 36 months,credit_card,Low,6.91,A,24.56,655.27,cannught
6,RENT,Low,58260,12000, 36 months,debt_consolidation,Low,9.99,B,8.24,387.15,leinster
3,MORTGAGE,Low,65000,15000, 60 months,debt_consolidation,High,20.03,G,19.42,397.66,munster
0.5,RENT,Low,70000,10000, 36 months,debt_consolidation,High,13.35,C,5.06,338.63,Northern-Irl
3,MORTGAGE,Medium,150000,15000, 36 months,debt_consolidation,Low,6.54,A,11.01,460.01,ulster
3,MORTGAGE,Low,36000,4000, 60 months,other,High,13.72,C,21.27,92.5,ulster
0.5,RENT,Low,93000,12000, 36 months,credit_card,Low,9.99,B,9.73,387.15,ulster
0.5,RENT,Low,33000,2000, 36 months,credit_card,Low,12.61,C,4.55,67.02,munster
6,RENT,High,304800,5000, 36 months,debt_consolidation,Low,8.88,B,1.63,158.72,munster
8,MORTGAGE,Low,88000,16000, 60 months,home_improvement,High,19.29,F,14.66,417.61,cannught
2,RENT,Low,29040,15000, 36 months,home_improvement,Low,9.62,B,0,481.34,cannught
9,MORTGAGE,Low,90996,22000, 36 months,debt_consolidation,Low,6.17,A,17.46,670.98,leinster
0.5,MORTGAGE,Medium,140000,25000, 36 months,major_purchase,Low,9.99,B,2.87,806.57,leinster
2,RENT,Low,72467,5000, 36 months,major_purchase,Low,8.88,B,15.27,158.72,leinster
4,MORTGAGE,Low,73524,10000, 36 months,other,Low,9.99,B,12.01,322.63,ulster
5,MORTGAGE,Low,37000,4800, 36 months,debt_consolidation,Low,10.36,B,5.9,155.7,leinster
5,RENT,Low,67200,4000, 36 months,moving,High,14.83,D,22.09,138.33,ulster
1,MORTGAGE,Low,88000,20000, 60 months,debt_consolidation,Low,12.23,C,14.97,447.22,leinster
4,MORTGAGE,Low,80000,12400, 36 months,debt_consolidation,Low,9.99,B,17.13,400.06,cannught
9,RENT,Low,60000,1500, 60 months,moving,Low,12.61,C,16.56,33.84,Northern-Irl
1,OWN,Low,45000,15000, 60 months,credit_card,High,17.06,E,21.68,373.28,ulster
10,OWN,Low,65000,8400, 60 months,debt_consolidation,High,15.57,D,6.39,202.36,ulster
4,MORTGAGE,Low,78000,15000, 60 months,debt_consolidation,High,18.91,F,6.83,388.37,ulster
10,MORTGAGE,Low,74100,9000, 60 months,small_business,Low,12.23,C,24.89,201.25,leinster
10,MORTGAGE,Medium,126000,15000, 36 months,debt_consolidation,Low,6.54,A,6.26,460.01,Northern-Irl
4,MORTGAGE,Low,33316,5000, 36 months,debt_consolidation,Low,6.54,A,12.03,153.34,ulster
10,MORTGAGE,Low,30000,2000, 36 months,other,Low,12.61,C,0.4,67.02,cannught
4,RENT,Low,55000,7000, 36 months,debt_consolidation,Low,8.88,B,7.61,222.21,ulster
10,MORTGAGE,Medium,113000,12000, 60 months,debt_consolidation,High,18.54,F,15.99,308.26,Northern-Irl
0.5,RENT,Low,23000,8500, 36 months,debt_consolidation,Low,6.17,A,22.9,259.25,Northern-Irl
4,RENT,Low,76000,13200, 36 months,debt_consolidation,Low,12.23,C,20.34,439.89,ulster
4,RENT,Low,42000,1925, 36 months,credit_card,Low,6.17,A,9.17,58.72,Northern-Irl
0.5,RENT,Low,40000,15000, 36 months,debt_consolidation,Low,6.91,A,24.51,462.54,ulster
1,MORTGAGE,Medium,140000,25000, 60 months,home_improvement,Low,12.61,C,12.99,563.85,munster
6,MORTGAGE,Medium,140000,1200, 60 months,debt_consolidation,Low,9.62,B,11.95,25.28,leinster
0.5,MORTGAGE,Medium,110000,15600, 36 months,credit_card,Low,6.17,A,2,475.79,munster
5,MORTGAGE,Low,55500,12250, 60 months,major_purchase,Low,12.98,C,10.01,278.6,ulster
10,OWN,Low,78000,5250, 36 months,major_purchase,Low,5.79,A,16.29,159.22,munster
7,MORTGAGE,Low,68004,12000, 60 months,debt_consolidation,High,13.72,C,19.55,277.49,leinster
0.5,MORTGAGE,Low,63000,15000, 36 months,debt_consolidation,Low,6.91,A,13.92,462.54,ulster
10,MORTGAGE,Low,95000,9000, 36 months,debt_consolidation,Low,5.42,A,2.06,271.44,leinster
2,MORTGAGE,Medium,105000,15000, 36 months,credit_card,High,15.95,E,11.3,526.99,ulster
5,RENT,Low,42000,1600, 36 months,other,High,14.09,D,18.17,54.76,leinster
6,MORTGAGE,Low,60000,9000, 36 months,major_purchase,Low,6.91,A,21.72,277.53,cannught
6,MORTGAGE,Medium,105000,20000, 60 months,debt_consolidation,High,18.54,F,17.25,513.77,cannught
2,RENT,Low,55000,6000, 36 months,debt_consolidation,High,14.09,D,14.77,205.33,leinster
2,RENT,Medium,147000,24000, 36 months,debt_consolidation,High,20.03,G,11.53,892.3,ulster
0.5,RENT,Low,21600,5400, 36 months,debt_consolidation,Low,12.23,C,14.17,179.96,ulster
0.5,RENT,Low,44000,10000, 36 months,credit_card,Low,6.91,A,23.15,308.36,cannught
10,MORTGAGE,Low,50000,11500, 36 months,credit_card,Low,6.91,A,5.78,354.62,leinster
4,RENT,Low,39996,16750, 36 months,debt_consolidation,High,14.09,D,20.55,573.21,Northern-Irl
3,MORTGAGE,Low,60000,5000, 36 months,debt_consolidation,Low,12.61,C,20.24,167.54,leinster
2,RENT,Low,90000,25000, 36 months,debt_consolidation,Low,9.99,B,8.96,806.57,ulster
4,MORTGAGE,Low,80000,10750, 36 months,debt_consolidation,Low,6.17,A,15.94,327.87,ulster
5,MORTGAGE,Low,68000,5100, 60 months,debt_consolidation,Low,10.36,B,8.89,109.27,cannught
4,RENT,Low,60000,15000, 36 months,moving,Low,6.17,A,1.72,457.49,Northern-Irl
1,RENT,Low,45000,10000, 36 months,car,Low,12.23,C,5.89,333.25,ulster
10,MORTGAGE,Low,98400,11200, 60 months,medical,Low,9.25,B,8.67,233.86,leinster
5,OWN,Low,34000,7000, 36 months,credit_card,High,13.35,C,24.74,237.04,munster
10,RENT,Low,88000,15000, 36 months,debt_consolidation,High,14.83,D,17.32,518.74,Northern-Irl
1,OWN,Low,60000,22000, 36 months,wedding,High,14.09,D,9.06,752.87,ulster
1,RENT,Low,60000,10000, 36 months,debt_consolidation,Low,9.62,B,13.54,320.9,Northern-Irl
0.5,RENT,Low,20400,4800, 36 months,car,Low,6.54,A,10.94,147.21,ulster
2,RENT,Low,76644,6400, 36 months,debt_consolidation,Low,6.54,A,19.41,196.28,ulster
10,MORTGAGE,Low,55000,8000, 36 months,car,High,13.72,C,12.92,272.34,ulster
2,RENT,Medium,111855,20000, 36 months,debt_consolidation,High,17.06,E,8.51,713.66,Northern-Irl
0.5,RENT,Low,30000,5000, 36 months,home_improvement,High,13.72,C,7.24,170.21,Northern-Irl
3,RENT,Low,20400,3125, 36 months,debt_consolidation,Low,12.61,C,20.53,104.71,ulster
4,RENT,Medium,117000,25000, 60 months,other,High,17.43,E,7.61,627.11,Northern-Irl
3,RENT,Low,40000,21000, 36 months,medical,Low,6.54,A,0.69,473.81,leinster
5,RENT,Low,48000,15000, 36 months,credit_card,Low,6.91,A,9.7,462.54,ulster
0.5,MORTGAGE,Medium,192000,20000, 36 months,debt_consolidation,Low,6.54,A,6.5,464.61,ulster
2,OWN,Low,30000,14500, 60 months,debt_consolidation,High,13.72,C,17.88,335.29,leinster
10,MORTGAGE,Medium,113000,8000, 36 months,major_purchase,Low,5.79,A,2.98,242.62,leinster
10,RENT,Low,60000,11000, 60 months,major_purchase,Low,12.98,C,5.96,250.18,Northern-Irl
2,RENT,Low,52000,8400, 36 months,wedding,Low,6.17,A,9.14,256.2,Northern-Irl
4,OWN,Low,44000,2000, 36 months,other,High,13.35,C,12.41,67.73,Northern-Irl
3,RENT,Low,55362,4500, 36 months,debt_consolidation,Low,12.61,C,23.12,150.78,munster
6.05,RENT,Low,23000,6000, 36 months,major_purchase,Low,8.88,B,1.41,190.47,munster
10,MORTGAGE,Low,45000,3375, 36 months,home_improvement,High,14.83,D,0,116.72,leinster
2,RENT,Low,50000,12000, 60 months,small_business,Low,12.98,C,13.42,272.92,cannught
6,RENT,Low,30000,7500, 60 months,wedding,High,17.06,E,12.8,186.64,leinster
10,RENT,Low,48000,25000, 36 months,credit_card,Low,9.99,B,19.4,806.57,cannught
10,MORTGAGE,Low,97000,20000, 36 months,debt_consolidation,Low,6.17,A,12.27,497.14,Northern-Irl
10,RENT,Low,45000,7000, 60 months,credit_card,High,13.35,C,23.04,160.53,Northern-Irl
8,MORTGAGE,Low,40000,12000, 36 months,debt_consolidation,Low,6.91,A,17.07,370.04,munster
4,RENT,Low,53000,9000, 36 months,credit_card,Low,5.79,A,21.85,210.78,ulster
10,MORTGAGE,Low,50500,10000, 60 months,home_improvement,Low,9.62,B,15.52,210.61,cannught
10,MORTGAGE,Medium,145000,25000, 60 months,debt_consolidation,High,17.06,E,20.57,622.13,munster
2,MORTGAGE,Low,32000,13000, 60 months,credit_card,Low,9.99,B,19.73,276.15,munster
10,RENT,Low,80000,3000, 36 months,credit_card,Low,5.79,A,9.42,90.99,leinster
7,RENT,Low,62500,12000, 36 months,debt_consolidation,Low,12.23,C,14.82,399.9,munster
2,OWN,Low,70000,2250, 36 months,car,Low,10.36,B,17.97,72.99,leinster
2,RENT,Low,39996,5000, 36 months,home_improvement,High,13.72,C,4.65,170.21,Northern-Irl
10,MORTGAGE,Low,75600,3200, 60 months,other,Low,9.62,B,23.24,67.4,cannught
6.05,RENT,Low,57600,14000, 60 months,debt_consolidation,Low,9.62,B,14.08,294.85,ulster
8,MORTGAGE,Low,60000,1500, 36 months,other,Low,12.23,C,21.6,49.99,ulster
4,RENT,Low,35000,6400, 36 months,debt_consolidation,High,15.95,E,21.81,224.85,munster
2,RENT,Low,30000,2400, 36 months,other,High,13.72,C,12.88,81.71,munster
3,RENT,Low,45000,15000, 36 months,debt_consolidation,Low,8.88,B,10.48,476.16,Northern-Irl
10,MORTGAGE,Low,62000,6000, 60 months,car,Low,9.99,B,16.43,127.46,munster
6,RENT,Low,87000,15000, 36 months,credit_card,Low,8.88,B,11.03,476.16,ulster
2,MORTGAGE,Low,78000,10800, 36 months,debt_consolidation,Low,10.36,B,15.49,350.32,Northern-Irl
0.5,OWN,Low,43680,10000, 36 months,debt_consolidation,High,14.46,D,17.64,344.02,Northern-Irl
0.5,RENT,Low,52000,2500, 60 months,moving,High,18.17,F,6.72,63.72,ulster
7,MORTGAGE,Low,45000,12250, 36 months,debt_consolidation,Low,6.54,A,11.41,258.38,ulster
2,OWN,Low,24996,13000, 36 months,debt_consolidation,Low,8.88,B,16.8,412.68,Northern-Irl
10,MORTGAGE,Low,73164,1000, 36 months,credit_card,Low,10.36,B,16.89,32.44,ulster
0.5,RENT,Low,55000,8400, 36 months,debt_consolidation,High,13.72,C,9.45,285.96,munster
5,RENT,Low,12000,5500, 36 months,medical,Low,10.36,B,11.7,178.41,cannught
0.5,RENT,Low,28800,4750, 36 months,debt_consolidation,High,13.72,C,22.33,161.7,cannught
6,RENT,Low,40000,7000, 60 months,debt_consolidation,Low,9.99,B,20.88,148.7,ulster
3,RENT,Low,30000,3000, 36 months,debt_consolidation,High,15.2,D,7.64,104.3,cannught
10,RENT,Low,62400,8800, 60 months,debt_consolidation,High,21.14,G,15.88,238.77,cannught
5,MORTGAGE,Low,75000,20000, 60 months,credit_card,High,15.57,D,15.86,481.81,Northern-Irl
0.5,RENT,Low,96000,8000, 36 months,credit_card,Low,12.61,C,17.54,268.06,Northern-Irl
0.5,RENT,Low,18000,2700, 36 months,debt_consolidation,Low,12.61,C,5.67,90.47,ulster
0.5,MORTGAGE,Low,45000,12000, 60 months,small_business,High,15.57,D,12.05,289.09,munster
4,OWN,Low,86570,10000, 60 months,debt_consolidation,High,14.46,D,23.52,235.08,leinster
10,MORTGAGE,Low,95800,20000, 60 months,debt_consolidation,Low,12.23,C,6.89,447.22,leinster
3,MORTGAGE,Low,44000,8200, 60 months,debt_consolidation,High,14.83,D,23.15,194.35,munster
10,MORTGAGE,Low,88200,21000, 36 months,medical,Low,6.17,A,16.2,402.59,leinster
2,MORTGAGE,Low,51000,12000, 36 months,credit_card,Low,6.17,A,18.26,260.01,munster
10,RENT,Low,90000,25000, 60 months,credit_card,High,17.43,E,10.31,627.11,ulster
10,MORTGAGE,Medium,120000,17000, 60 months,home_improvement,Low,9.62,B,7.35,358.03,Northern-Irl
8,OWN,Low,82730,4800, 36 months,debt_consolidation,Low,6.17,A,14.98,146.4,munster
6.05,RENT,Low,44106,20000, 60 months,debt_consolidation,Low,9.99,B,15.58,424.85,leinster
5,MORTGAGE,Low,37200,13000, 36 months,debt_consolidation,Low,6.91,A,5.03,400.87,leinster
5,RENT,Low,75000,20000, 36 months,house,Low,6.91,A,19.81,616.72,cannught
9,MORTGAGE,Low,75000,11500, 36 months,home_improvement,Low,5.42,A,3.02,311.41,Northern-Irl
2,RENT,Low,56004,14000, 36 months,debt_consolidation,Low,12.61,C,18.56,469.09,Northern-Irl
3,RENT,Low,80000,4000, 36 months,major_purchase,High,14.46,D,20.63,137.61,ulster
2,RENT,Medium,110000,5000, 36 months,wedding,Low,9.99,B,6.93,161.32,ulster
9,MORTGAGE,Low,70000,16750, 60 months,major_purchase,High,15.95,E,23.85,406.89,cannught
10,MORTGAGE,Low,35000,2500, 36 months,debt_consolidation,Low,9.25,B,6.62,79.8,Northern-Irl
0.5,RENT,Low,95000,13200, 60 months,debt_consolidation,High,15.57,D,12.51,318,Northern-Irl
10,RENT,Low,52000,17000, 36 months,debt_consolidation,Low,12.98,C,15.72,572.64,leinster
6,MORTGAGE,Medium,105996,4800, 60 months,major_purchase,Low,10.36,B,15.96,102.84,munster
10,MORTGAGE,Medium,106369,18000, 36 months,major_purchase,Low,6.17,A,4.16,378.96,leinster
10,MORTGAGE,Medium,112000,20000, 36 months,debt_consolidation,Low,6.91,A,12.6,499.55,cannught
0.5,MORTGAGE,Low,51000,4800, 60 months,car,Low,10.36,B,7.55,102.84,leinster
10,MORTGAGE,Low,55000,6000, 36 months,medical,Low,5.42,A,7.59,180.96,munster
6.05,OWN,Low,24000,10000, 60 months,home_improvement,Low,12.23,C,2.5,223.61,cannught
10,MORTGAGE,Medium,106000,16000, 60 months,other,High,13.35,C,12.59,366.93,Northern-Irl
0.5,OWN,Low,24000,8500, 36 months,debt_consolidation,Low,5.42,A,15.6,256.36,leinster
3,RENT,Low,48400,6000, 60 months,debt_consolidation,High,18.91,F,13.54,155.35,ulster
0.5,MORTGAGE,Low,54000,5000, 36 months,other,Low,5.79,A,8.67,151.64,leinster
3,OWN,Low,36000,5000, 60 months,major_purchase,Low,12.98,C,10.43,113.72,Northern-Irl
5,MORTGAGE,Low,98000,25000, 36 months,debt_consolidation,High,14.46,D,18.55,860.04,Northern-Irl
2,RENT,Low,26496,5000, 36 months,other,High,14.83,D,1.63,172.92,ulster
5,MORTGAGE,Low,61657,15000, 60 months,debt_consolidation,High,17.43,E,19.03,376.27,ulster
10,RENT,Low,45000,6000, 36 months,small_business,High,14.09,D,24.91,205.33,ulster
1,RENT,Low,37000,15000, 36 months,major_purchase,Low,9.62,B,8.72,481.34,Northern-Irl
0.5,OWN,Low,20000,3500, 60 months,major_purchase,Low,9.62,B,10.98,73.72,leinster
0.5,RENT,Low,22800,6000, 36 months,other,High,13.35,C,0,203.18,leinster
2,MORTGAGE,Low,90000,5000, 36 months,debt_consolidation,Low,5.42,A,3.61,150.8,cannught
8,MORTGAGE,Medium,192000,20000, 36 months,other,Low,9.25,B,4.93,638.33,ulster
0.5,RENT,Low,60000,7000, 36 months,debt_consolidation,Low,9.25,B,12.54,223.42,leinster
10,RENT,Low,90000,16000, 36 months,debt_consolidation,Low,8.88,B,11.48,507.91,leinster
10,MORTGAGE,Low,56000,25000, 60 months,home_improvement,High,13.72,C,15.92,578.09,leinster
8,MORTGAGE,Low,77257,24000, 60 months,moving,High,17.06,E,14.88,597.24,munster
10,MORTGAGE,Low,66000,15000, 36 months,debt_consolidation,Low,6.54,A,11.98,460.01,ulster
4,RENT,Low,54200,7500, 36 months,vacation,Low,12.61,C,15.99,251.3,leinster
0.5,RENT,Low,65000,4800, 36 months,credit_card,High,13.72,C,6.28,163.41,Northern-Irl
4,RENT,Low,45600,7000, 60 months,credit_card,High,14.83,D,12,165.91,ulster
3,MORTGAGE,Low,70000,10000, 36 months,small_business,Low,10.36,B,0,324.37,ulster
10,RENT,Low,36000,12325, 36 months,debt_consolidation,Low,6.54,A,23.17,377.98,Northern-Irl
2,RENT,Low,19760,5000, 60 months,debt_consolidation,High,15.57,D,12.15,120.46,leinster
4,RENT,Low,10800,2500, 36 months,car,Low,8.88,B,18.89,79.36,cannught
0.5,MORTGAGE,Low,75000,17275, 60 months,debt_consolidation,Low,12.23,C,17.65,386.29,cannught
3,RENT,Medium,135000,16000, 36 months,debt_consolidation,High,16.69,E,13.08,567.98,Northern-Irl
1,MORTGAGE,Low,55000,7400, 60 months,car,High,15.57,D,24.39,178.27,Northern-Irl
8,OWN,Low,96000,12000, 60 months,debt_consolidation,Low,12.98,C,18.51,272.92,Northern-Irl
10,OWN,Low,40000,7000, 60 months,wedding,Low,10.36,B,8.85,149.98,Northern-Irl
3,OWN,Low,21600,8500, 36 months,debt_consolidation,Low,6.54,A,21.83,260.68,leinster
10,RENT,Low,38400,14500, 60 months,debt_consolidation,Low,12.98,C,22.66,329.78,leinster
10,RENT,Low,47885,10000, 60 months,medical,Low,12.98,C,6.11,227.43,Northern-Irl
4,RENT,Low,55000,8000, 36 months,home_improvement,Low,9.25,B,2.49,255.33,Northern-Irl
10,MORTGAGE,Medium,167000,25000, 60 months,home_improvement,Low,12.98,C,7.63,568.58,ulster
2,RENT,Low,40000,4000, 36 months,debt_consolidation,Low,9.99,B,19.41,129.05,Northern-Irl
3,MORTGAGE,Low,37000,15000, 36 months,small_business,Low,6.54,A,2.46,460.01,leinster
2,OWN,Low,12000,1750, 36 months,debt_consolidation,High,15.95,E,18.5,61.49,ulster
4,MORTGAGE,Low,100000,12000, 60 months,debt_consolidation,Low,12.23,C,7.34,268.34,ulster
2,RENT,Low,30000,12000, 36 months,debt_consolidation,High,13.72,C,18.44,408.51,ulster
3,MORTGAGE,Low,56000,12000, 36 months,vacation,Low,6.54,A,12.04,268.34,ulster
6,RENT,Low,65000,16000, 60 months,house,High,16.32,E,24.55,391.82,ulster
0.5,MORTGAGE,Low,65000,22000, 36 months,debt_consolidation,High,14.09,D,17.26,752.87,munster
0.5,RENT,Medium,101000,16000, 36 months,credit_card,Low,6.17,A,9.86,443,Northern-Irl
3,MORTGAGE,Low,39000,5600, 36 months,major_purchase,Low,5.42,A,1.14,168.9,ulster
9,RENT,Low,53000,8000, 36 months,debt_consolidation,Low,12.23,C,2.08,266.6,Northern-Irl
3,RENT,High,350000,24000, 36 months,debt_consolidation,High,17.8,F,9.59,865.26,ulster
10,RENT,Low,33600,15000, 36 months,debt_consolidation,Low,5.79,A,10.68,454.91,Northern-Irl
8,RENT,Low,98004,10000, 36 months,debt_consolidation,Low,6.54,A,11.61,306.68,ulster
5,RENT,Medium,120000,12000, 60 months,debt_consolidation,Low,12.98,C,9.14,272.92,cannught
2,RENT,Low,48000,1500, 36 months,debt_consolidation,Low,10.36,B,11.28,48.66,munster
1,MORTGAGE,Medium,129700,10000, 36 months,home_improvement,Low,6.54,A,7.8,306.68,ulster
10,RENT,Low,80004,10000, 36 months,other,High,15.2,D,21.21,347.64,leinster
6.05,MORTGAGE,Low,65000,6500, 36 months,debt_consolidation,Low,5.42,A,17.61,196.04,Northern-Irl
6,RENT,Low,100000,8000, 36 months,house,Low,6.54,A,22.42,245.34,Northern-Irl
8,MORTGAGE,Low,70000,1300, 36 months,vacation,Low,5.79,A,8.85,39.43,ulster
4,MORTGAGE,Low,43000,10000, 36 months,debt_consolidation,High,13.35,C,14.65,338.63,leinster
